#N   Simpsons           Milne          GSL        error_1         error_2         (A(N)-A(2N))/A(2N)
-------------------------------------
 261 8.911269451816e+00 8.911269486915e+00 8.911269487217e+00 3.540085558029e-08 3.023004069291e-10  6.125938202792e-04
 265 8.911269453911e+00 8.911269486941e+00 8.911269487217e+00 3.330633546739e-08 2.760280892744e-10  6.033229060764e-04
 269 8.911269455853e+00 8.911269486965e+00 8.911269487217e+00 3.136441684148e-08 2.523847797420e-10  5.943284133864e-04
 273 8.911269457655e+00 8.911269486986e+00 8.911269487217e+00 2.956195110926e-08 2.310862612376e-10  5.855981613947e-04
 277 8.911269459330e+00 8.911269487005e+00 8.911269487217e+00 2.788709174695e-08 2.118412112395e-10  5.771206745894e-04
 281 8.911269460888e+00 8.911269487023e+00 8.911269487217e+00 2.632917173173e-08 1.944275851429e-10  5.688851324468e-04
 285 8.911269462339e+00 8.911269487038e+00 8.911269487217e+00 2.487850281341e-08 1.786659709069e-10  5.608813233496e-04
 289 8.911269463691e+00 8.911269487053e+00 8.911269487217e+00 2.352637018532e-08 1.643822855613e-10  5.530996023573e-04
 293 8.911269464952e+00 8.911269487066e+00 8.911269487217e+00 2.226484596690e-08 1.514059988494e-10  5.455308524375e-04
 297 8.911269466130e+00 8.911269487077e+00 8.911269487217e+00 2.108673591295e-08 1.396092130790e-10  5.381664488331e-04
 301 8.911269467232e+00 8.911269487088e+00 8.911269487217e+00 1.998550835935e-08 1.288729123416e-10  5.309982262799e-04
 305 8.911269468262e+00 8.911269487098e+00 8.911269487217e+00 1.895522849793e-08 1.190905152271e-10  5.240184488102e-04
 309 8.911269469227e+00 8.911269487107e+00 8.911269487217e+00 1.799047311124e-08 1.101501112544e-10  5.172197819037e-04
 313 8.911269470131e+00 8.911269487115e+00 8.911269487217e+00 1.708631991448e-08 1.019877515773e-10  5.105952667923e-04
 317 8.911269470979e+00 8.911269487122e+00 8.911269487217e+00 1.623824097408e-08 9.452350013817e-11  5.041382966849e-04
 321 8.911269471775e+00 8.911269487129e+00 8.911269487217e+00 1.544213645843e-08 8.768985537699e-11  4.978425948022e-04
 325 8.911269472523e+00 8.911269487136e+00 8.911269487217e+00 1.469421562206e-08 8.142109209075e-11  4.917021940298e-04
 329 8.911269473226e+00 8.911269487141e+00 8.911269487217e+00 1.399101812183e-08 7.567102500161e-11  4.857114180388e-04
 333 8.911269473888e+00 8.911269487147e+00 8.911269487217e+00 1.332939270071e-08 7.038281069072e-11  4.798648638089e-04
 337 8.911269474511e+00 8.911269487151e+00 8.911269487217e+00 1.270640659357e-08 6.552980380548e-11  4.741573853521e-04
 341 8.911269475098e+00 8.911269487156e+00 8.911269487217e+00 1.211938815970e-08 6.105338457019e-11  4.685840786271e-04
 345 8.911269475651e+00 8.911269487160e+00 8.911269487217e+00 1.156586648676e-08 5.693401305962e-11  4.631402674718e-04
 349 8.911269476173e+00 8.911269487164e+00 8.911269487217e+00 1.104359803605e-08 5.313260942330e-11  4.578214905206e-04
 353 8.911269476667e+00 8.911269487167e+00 8.911269487217e+00 1.055046006115e-08 4.963318644968e-11  4.526234890278e-04
 357 8.911269477132e+00 8.911269487171e+00 8.911269487217e+00 1.008455186025e-08 4.637890071990e-11  4.475421954714e-04
 361 8.911269477573e+00 8.911269487174e+00 8.911269487217e+00 9.644075760207e-09 4.340705572758e-11  4.425737229517e-04
 365 8.911269477990e+00 8.911269487176e+00 8.911269487217e+00 9.227388630961e-09 4.062350456024e-11  4.377143552735e-04
 369 8.911269478384e+00 8.911269487179e+00 8.911269487217e+00 8.832953923843e-09 3.806555071151e-11  4.329605376775e-04
 373 8.911269478758e+00 8.911269487181e+00 8.911269487217e+00 8.459359435165e-09 3.567457440568e-11  4.283088681737e-04
 377 8.911269479112e+00 8.911269487184e+00 8.911269487217e+00 8.105326188002e-09 3.344879928591e-11  4.237560894028e-04
 381 8.911269479447e+00 8.911269487186e+00 8.911269487217e+00 7.769612508923e-09 3.141842341847e-11  4.192990810543e-04
 385 8.911269479766e+00 8.911269487188e+00 8.911269487217e+00 7.451097516764e-09 2.950351074560e-11  4.149348527232e-04
 389 8.911269480068e+00 8.911269487189e+00 8.911269487217e+00 7.148742042773e-09 2.773425933356e-11  4.106605372204e-04
 393 8.911269480355e+00 8.911269487191e+00 8.911269487217e+00 6.861553103477e-09 2.607158933188e-11  4.064733842892e-04
 397 8.911269480628e+00 8.911269487192e+00 8.911269487217e+00 6.588654954953e-09 2.455280423419e-11  4.023707547064e-04
 401 8.911269480888e+00 8.911269487194e+00 8.911269487217e+00 6.329189616849e-09 2.312638969215e-11  3.983501147327e-04
 405 8.911269481135e+00 8.911269487195e+00 8.911269487217e+00 6.082352399517e-09 2.178346392157e-11  3.944090309049e-04
 409 8.911269481370e+00 8.911269487196e+00 8.911269487217e+00 5.847450523788e-09 2.054356684766e-11  3.905451651068e-04
 413 8.911269481593e+00 8.911269487198e+00 8.911269487217e+00 5.623771670571e-09 1.936584226314e-11  3.867562699616e-04
 417 8.911269481806e+00 8.911269487199e+00 8.911269487217e+00 5.410687009544e-09 1.827871187743e-11  3.830401844626e-04
 421 8.911269482009e+00 8.911269487200e+00 8.911269487217e+00 5.207590803025e-09 1.726974119265e-11  3.793948298656e-04
 425 8.911269482203e+00 8.911269487201e+00 8.911269487217e+00 5.013946591248e-09 1.631406121305e-11  3.758182058100e-04
 429 8.911269482388e+00 8.911269487202e+00 8.911269487217e+00 4.829203703594e-09 1.542055372283e-11  3.723083866633e-04
 433 8.911269482564e+00 8.911269487202e+00 8.911269487217e+00 4.652909169067e-09 1.458744236515e-11  3.688635180599e-04
 437 8.911269482732e+00 8.911269487203e+00 8.911269487217e+00 4.484565607754e-09 1.380229264214e-11  3.654818136410e-04
 441 8.911269482893e+00 8.911269487204e+00 8.911269487217e+00 4.323768010295e-09 1.306510455379e-11  3.621615519493e-04
 445 8.911269483047e+00 8.911269487205e+00 8.911269487217e+00 4.170129130898e-09 1.238298352746e-11  3.589010735222e-04
 449 8.911269483194e+00 8.911269487205e+00 8.911269487217e+00 4.023242183848e-09 1.173283692424e-11  3.556987781327e-04
 453 8.911269483334e+00 8.911269487206e+00 8.911269487217e+00 3.882767884988e-09 1.112177017148e-11  3.525531221456e-04
 457 8.911269483469e+00 8.911269487206e+00 8.911269487217e+00 3.748379384660e-09 1.056044141023e-11  3.494626160625e-04
 461 8.911269483597e+00 8.911269487207e+00 8.911269487217e+00 3.619740951422e-09 1.000088900582e-11  3.464258221512e-04
 465 8.911269483720e+00 8.911269487208e+00 8.911269487217e+00 3.496579026319e-09 9.514167231828e-12  3.434413522266e-04
 469 8.911269483838e+00 8.911269487208e+00 8.911269487217e+00 3.378609392257e-09 9.032774528350e-12  3.405078655326e-04
 473 8.911269483951e+00 8.911269487208e+00 8.911269487217e+00 3.265572701139e-09 8.586908961661e-12  3.376240667256e-04
 477 8.911269484060e+00 8.911269487209e+00 8.911269487217e+00 3.157220263006e-09 8.160583320205e-12  3.347887039879e-04
 481 8.911269484164e+00 8.911269487209e+00 8.911269487217e+00 3.053328256897e-09 7.762679388179e-12  3.320005671875e-04
 485 8.911269484263e+00 8.911269487210e+00 8.911269487217e+00 2.953687072704e-09 7.377209954029e-12  3.292584861792e-04
 489 8.911269484359e+00 8.911269487210e+00 8.911269487217e+00 2.858065784039e-09 7.030820370346e-12  3.265613291607e-04
 493 8.911269484451e+00 8.911269487210e+00 8.911269487217e+00 2.766283202504e-09 6.703970711897e-12  3.239080011048e-04
 497 8.911269484539e+00 8.911269487211e+00 8.911269487217e+00 2.678163468772e-09 6.380673767126e-12  3.212974422945e-04
 501 8.911269484624e+00 8.911269487211e+00 8.911269487217e+00 2.593509407234e-09 6.082245818106e-12  3.187286268969e-04
